director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language,comb
Michael Apted,Action Adventure Thriller,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,the world is not enough,English,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
Peter Weir,Action Adventure Drama History War,James D'Arcy,Lee Ingleby,David Threlfall,master and commander: the far side of the world,English,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
George Miller,Animation Comedy Family Musical,Robin Williams,Brad Pitt,Common,happy feet 2,English,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
Louis Leterrier,Action Adventure Sci-Fi,Ty Burrell,Peter Mensah,William Hurt,the incredible hulk,English,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
unknown,Action Crime Drama Mystery Thriller,Don Johnson,Philip Michael Thomas,John Diehl,miami vice            ,English,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
Steven Spielberg,Adventure Family Fantasy,Mark Rylance,Penelope Wilton,Rafe Spall,the bfg,English,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
Alejandro G. Iñárritu,Adventure Drama Thriller Western,Leonardo DiCaprio,Tom Hardy,Lukas Haas,the revenant,English,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
David Soren,Adventure Animation Comedy Family Sport,Ryan Reynolds,Snoop Dogg,Ben Schwartz,turbo,English,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
Gore Verbinski,Adventure Animation Comedy Family Western,Johnny Depp,Ray Winstone,Stephen Root,rango,English,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
Eric Darnell,Adventure Animation Comedy Family,Benedict Cumberbatch,Annet Mahendru,Andy Richter,penguins of madagascar,English,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
Paul Greengrass,Action Mystery Thriller,Matt Damon,Edgar Ramírez,Albert Finney,the bourne ultimatum,English,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
Mark Osborne,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,kung fu panda,English,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
Peyton Reed,Action Adventure Comedy Sci-Fi,Judy Greer,Hayley Atwell,T.I.,ant-man,English,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,the hunger games: catching fire,English,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
Bill Condon,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,the twilight saga: breaking dawn - part 2,English,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
Steven Spielberg,Adventure Sci-Fi Thriller,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,war of the worlds,English,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
Michael Bay,Action Comedy Crime Thriller,Will Smith,Henry Rollins,Jordi Mollà,bad boys ii,English,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
Chris Miller,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Constance Marie,Amy Sedaris,puss in boots,English,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Action Crime Mystery Thriller,Angelina Jolie Pitt,Andre Braugher,August Diehl,salt,English,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
Darren Aronofsky,Action Adventure Drama,Anthony Hopkins,Emma Watson,Logan Lerman,noah,English,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
Steven Spielberg,Action Adventure Family Mystery,Toby Jones,Mackenzie Crook,Tony Curran,the adventures of tintin,English,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
Alfonso Cuarón,Adventure Family Fantasy Mystery,Daniel Radcliffe,Gary Oldman,Rupert Grint,harry potter and the prisoner of azkaban,English,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
Baz Luhrmann,Adventure Drama Romance War,Essie Davis,Bryan Brown,Eddie Baroo,australia,English,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
M. Night Shyamalan,Action Adventure Sci-Fi,Will Smith,Zoë Kravitz,Glenn Morshower,after earth,English,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
Eric Leighton,Adventure Animation Family Thriller,Alfre Woodard,D.B. Sweeney,Della Reese,dinosaur,English,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
Matt Birch,Action Fantasy,Rupert Grint,Dave Legeno,Ralph Ineson,harry potter and the deathly hallows: part ii,English,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
Shawn Levy,Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,night at the museum: secret of the tomb,English,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
Tom McGrath,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Brad Pitt,Will Ferrell,megamind,English,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
Chris Columbus,Adventure Family Fantasy,Daniel Radcliffe,Fiona Shaw,Verne Troyer,harry potter and the sorcerer's stone,English,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
Robert Schwentke,Action Comedy Fantasy,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,r.i.p.d.,English,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
Hideaki Anno,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,godzilla resurgence,Japanese,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Action Adventure Fantasy,Johnny Depp,Orlando Bloom,Jack Davenport,pirates of the caribbean: the curse of the black pearl,English,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
Matt Birch,Fantasy,Rupert Grint,Toby Jones,Alfred Enoch,harry potter and the deathly hallows: part i,English,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,Adventure Sci-Fi Thriller,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,the hunger games: mockingjay - part 1,English,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
Ron Howard,Mystery Thriller,Tom Hanks,Seth Gabel,Jürgen Prochnow,the da vinci code,English,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
Carlos Saldanha,Adventure Animation Comedy Family Musical,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,rio 2,English,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
Bryan Singer,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,Bruce Davison,Aaron Stanford,x-men 2,English,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Action Crime Thriller,Paul Walker,Vin Diesel,Dwayne Johnson,fast five,English,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Paul Anderson,sherlock holmes: a game of shadows,English,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
John McTiernan,Action Adventure History,Tony Curran,Vladimir Kulich,Clive Russell,the 13th warrior,English,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
Tony Gilroy,Action Adventure Thriller,Jeremy Renner,Scott Glenn,Stacy Keach,the bourne legacy,English,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
Joel Schumacher,Action,Michael Gough,Vivica A. Fox,John Glover,batman & robin,English,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,Comedy Family Fantasy,Clint Howard,T.J. Thyne,Molly Shannon,how the grinch stole christmas,English,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
Roland Emmerich,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,Dennis Quaid,Sela Ward,the day after tomorrow,English,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
John Woo,Action Adventure Thriller,Tom Cruise,Dougray Scott,Richard Roxburgh,mission: impossible ii,English,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
Wolfgang Petersen,Action Adventure Drama Thriller,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,the perfect storm,English,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
Tim Story,Action Adventure Sci-Fi Thriller,Chris Evans,Ioan Gruffudd,Andre Braugher,fantastic 4: rise of the silver surfer,English,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
Ang Lee,Adventure Drama Fantasy,Suraj Sharma,Rafe Spall,Tabu,life of pi,English,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
Mark Steven Johnson,Action Fantasy Thriller,Nicolas Cage,Matt Long,Peter Fonda,ghost rider,English,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,Action Thriller,Matt Damon,Riz Ahmed,Ato Essandoh,jason bourne,English,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,Action Adventure Comedy Crime,Demi Moore,Bernie Mac,Justin Theroux,charlie's angels: full throttle,English,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Ridley Scott,Adventure Mystery Sci-Fi,Michael Fassbender,Charlize Theron,Sean Harris,prometheus,English,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,Adventure Animation Comedy Family Fantasy,Nathan Lane,Brad Garrett,Melanie Griffith,stuart little 2,English,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Action Drama Sci-Fi Thriller,Matt Damon,Sharlto Copley,Alice Braga,elysium,English,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,Action Adventure Sci-Fi Thriller,Vin Diesel,Alexa Davalos,Christina Cox,the chronicles of riddick,English,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,Action Family Sport,Scott Porter,Kick Gurry,Nicholas Elia,speed racer,English,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,Comedy Drama Romance,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,how do you know,English,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,Action Comedy Romance,Tom Cruise,Marc Blucas,Jordi Mollà,knight and day,English,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,Action Adventure Mystery Sci-Fi,Morgan Freeman,Tom Cruise,Zoë Bell,oblivion,English,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode iii - revenge of the sith,English,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode ii - attack of the clones,English,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi,John Ratzenberger,James Coburn,"monsters, inc.",English,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman,Tao Okamoto,Rila Fukushima,the wolverine,English,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Liam Neeson,Ian McDiarmid,star wars: episode i - the phantom menace,English,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage,the croods,English,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler,asterix at the olympic games,French,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
John Woo,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich,windtalkers,English,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,the huntsman: winter's war,English,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,gravity,English,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,dante's peak,English,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
